수집시간,단지ID,단지명,매물ID,매물출처,호ID,단지타입ID,거래유형_영문,거래유형,보증금(만원),월세(만원),가격(억),가격범위여부,구,동네,동번호,층,면적_전용m2,면적_전용평,면적_계약m2,타입_m2,타입_평,방향,제목,동일호_매물수,동일호_여부,매물유형,실거래확인,직접등록여부,매물URL
2026-03-25 05:49:44,139,가락금호,221924,coalition,11403132,352,trade,매매,187000,0,18.7,False,송파구,가락동,102동,7,59.91,18.12,81.11,81A,25A,,수리되어 깔끔함,1,단독매물,partner,True,False,https://www.zigbang.com/home/apt/items/221924
2026-03-25 05:49:44,17517,가락스타클래스,48445570,zigbang,6730816,171209,trade,매매,150000,0,15.0,False,송파구,가락동,1동,저,84.97,25.7,110.28,110C,33C,,"급매, 세6.8억안고, 올수리, 주차편리, 8평 단독테라스",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48445570
2026-03-25 05:49:44,17517,가락스타클래스,48445583,zigbang,6730839,171208,trade,매매,170000,0,17.0,False,송파구,가락동,1동,고,84.93,25.69,110.23,110B,33B,,"탁트인 롯데타워전망, 주인거주중, 주차편리, 입지굿",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/48445583
2026-03-25 05:49:44,17517,가락스타클래스,48445592,zigbang,6730847,171211,trade,매매,195000,0,19.5,False,송파구,가락동,1동,고,115.94,35.07,150.47,150,45,,"23년 특올수리, 주인거주, 주차편리, 오금역세권",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48445592
2026-03-25 05:49:44,804,가락쌍용1차,48271000,zigbang,12733580,146756,trade,매매,210000,0,21.0,False,송파구,가락동,102동,고,84.69,25.62,110.67,110,33,,"25, 정남향귀한집, 상가옆, 우수학군지, 살고싶은집",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/48271000
2026-03-25 05:49:44,804,가락쌍용1차,192136,coalition,12733636,146756,trade,매매,240000,0,24.0,False,송파구,가락동,103동,1,84.69,25.62,110.67,110,33,,확장 올수리 된 로얄동 필로티 1층입니다.,1,단독매물,partner,True,False,https://www.zigbang.com/home/apt/items/192136
2026-03-25 05:49:44,804,가락쌍용1차,207005,coalition,12734214,146756,trade,매매,240000,0,24.0,False,송파구,가락동,202동,2,84.69,25.62,110.67,110,33,,필로티 있는 동. 뷰 좋습니다. 정문 바로 앞동. 남향,1,단독매물,partner,True,False,https://www.zigbang.com/home/apt/items/207005
2026-03-25 05:49:44,804,가락쌍용1차,195317,coalition,12734374,146756,trade,매매,250000,0,25.0,False,송파구,가락동,203동,16,84.69,25.62,110.67,110,33,,"올확장, 주인거주, 입주날짜 협의가능, 가주초, 송파중 인",2,동일호중복,partner,True,False,https://www.zigbang.com/home/apt/items/195317
2026-03-25 05:49:44,804,가락쌍용1차,48270883,zigbang,12735314,146757,trade,매매,180000,0,18.0,False,송파구,가락동,501동,중,59.92,18.13,81.21,81,25,,"25, 학교바로옆, 채광좋고 따뜻",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/48270883
2026-03-25 05:49:44,88494,더샵송파루미스타,48445350,zigbang,18087335,426370,charter,전세,100000,0,10.0,False,송파구,가락동,101,저,74.9753,22.68,98.8483,98,30,,"시스템AC2대, 5월말부터입주협의,공원전철, 우수학군",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/48445350
2026-03-25 05:49:44,88494,더샵송파루미스타,47908414,zigbang,18087346,426370,charter,전세,109000,0,10.9,False,송파구,가락동,101,중,74.9753,22.68,98.8483,98,30,,"29, 5월입주 신축첫입주",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/47908414
2026-03-25 05:49:44,88494,더샵송파루미스타,48445366,zigbang,18087414,426371,charter,전세,110000,0,11.0,False,송파구,가락동,102,고,84.9856,25.71,111.5185,111A,34A,,"신축 귀한전세, 5월20일부터7월중순까지, 개롱역바로앞",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/48445366
2026-03-25 05:49:44,88494,더샵송파루미스타,48141770,zigbang,18087447,426371,charter,전세,120000,0,12.0,False,송파구,가락동,103,중,84.9856,25.71,111.5185,111A,34A,,"5월 첫입주, 더블역세권, 방3화2, 공세권, 학교인근",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48141770
2026-03-25 05:49:44,88494,더샵송파루미스타,48445387,zigbang,18087429,426374,charter,전세,140000,0,14.0,False,송파구,가락동,103,14,99.9989,30.25,131.0513,131,40,,"99타입, 냉장냉동김치냉장고, 특화조명, 풀에어컨,오븐",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48445387
2026-03-25 05:49:44,88494,더샵송파루미스타,48141811,zigbang,18087447,426371,rental,월세,50000,280,5.0,False,송파구,가락동,103,9,84.9856,25.71,111.5185,111A,34A,,"5월 첫입주, 더블역세권, 방3화2, 공세권, 학교인근",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48141811
2026-03-25 05:49:44,88494,더샵송파루미스타,47908353,zigbang,18087480,426369,charter,전세,83000,0,8.3,False,송파구,가락동,104,저,59.9523,18.14,79.6216,79,24,,"29B, 5월입주 신축첫입주, 풀에어컨",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/47908353
2026-03-25 05:49:44,88494,더샵송파루미스타,48081799,zigbang,18087470,426373,charter,전세,105000,0,10.5,True,송파구,가락동,104,15,84.9273,25.69,112.6531,112C,34C,,"신축 첫입주,오금공원뷰",2,동일호중복,self_ad,False,False,https://www.zigbang.com/home/apt/items/48081799
2026-03-25 05:49:44,16679,래미안파크팰리스,48227175,zigbang,12135683,13876,trade,매매,260000,0,26.0,False,송파구,가락동,110동,11,114.75,34.71,142.72,142,43,,"더블역세권, 초품아, 확장형, 채광 굿",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/48227175
