수집시간,단지ID,단지명,매물ID,매물출처,호ID,단지타입ID,거래유형_영문,거래유형,보증금(만원),월세(만원),가격(억),가격범위여부,구,동네,동번호,층,면적_전용m2,면적_전용평,면적_계약m2,타입_m2,타입_평,방향,제목,동일호_매물수,동일호_여부,매물유형,실거래확인,직접등록여부,매물URL
2026-08-27 12:19:07,139,가락금호,49694413,zigbang,11403473,349,trade,매매,220000,0,22.0,False,송파구,가락동,105동,17,84.85,25.67,107.98,107B,32B,,32B. 급매. 주인거주. 특올수리. 전망좋은 로얄층,1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/49694413
2026-08-27 12:19:07,193,가락대림,245523,coalition,4127881,486,trade,매매,230000,0,23.0,False,송파구,가락동,5동,11,120.96,36.59,144.11,144,44,,특올수리.재건축추진중,3,동일호중복,partner,True,False,https://www.zigbang.com/home/apt/items/245523
2026-08-27 12:19:07,193,가락대림,242752,coalition,4127886,486,trade,매매,230000,0,23.0,False,송파구,가락동,5동,12,120.96,36.59,144.11,144,44,,경찰병원역 가락시장역 10분 거리,3,동일호중복,partner,True,False,https://www.zigbang.com/home/apt/items/242752
2026-08-27 12:19:07,17517,가락스타클래스,50185502,zigbang,6730832,171210,trade,매매,165000,0,16.5,False,송파구,가락동,1동,10,84.98,25.71,110.29,110D,33D,,"올확장형, 주방남향테라스, 주차2대이상, 주인거주",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/50185502
2026-08-27 12:19:07,17517,가락스타클래스,50185511,zigbang,6730863,171209,trade,매매,170000,0,17.0,False,송파구,가락동,1동,중,84.97,25.7,110.28,110C,33C,,"주인거주, 안방붙박이장, 남향테라스, 주차2대, 입주협의",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/50185511
2026-08-27 12:19:07,17517,가락스타클래스,50185506,zigbang,6730839,171208,trade,매매,170000,0,17.0,False,송파구,가락동,1동,고,84.93,25.69,110.23,110B,33B,,"탁트인 롯데타워전망, 주인거주중, 주차편리, 입지굿",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/50185506
2026-08-27 12:19:07,804,가락쌍용1차,49446898,zigbang,12733486,146756,trade,매매,270000,0,27.0,False,송파구,가락동,101동,저,84.69,25.62,110.67,110,33,,"살고싶은집, 리모델링후 40평됨, 채광좋고 바람솔솔",1,단독매물,self_ad,True,False,https://www.zigbang.com/home/apt/items/49446898
2026-08-27 12:19:07,804,가락쌍용1차,49870038,zigbang,12733583,146756,trade,매매,275000,0,27.5,False,송파구,가락동,102동,고,84.69,25.62,110.67,110,33,,"올확장, 올수리, 완전뻥뷰",1,단독매물,self_ad,False,False,https://www.zigbang.com/home/apt/items/49870038
2026-08-27 12:19:07,804,가락쌍용1차,192136,coalition,12733636,146756,trade,매매,245000,0,24.5,False,송파구,가락동,103동,1,84.69,25.62,110.67,110,33,,확장 올수리 된 로얄동 필로티 1층입니다.,1,단독매물,partner,True,False,https://www.zigbang.com/home/apt/items/192136
2026-08-27 12:19:07,804,가락쌍용1차,207005,coalition,12734214,146756,trade,매매,240000,0,24.0,False,송파구,가락동,202동,2,84.69,25.62,110.67,110,33,,필로티 있는 동. 뷰 좋습니다. 정문 바로 앞동. 남향,1,단독매물,partner,True,False,https://www.zigbang.com/home/apt/items/207005
2026-08-27 12:19:07,804,가락쌍용1차,50189599,zigbang,12734472,146756,trade,매매,225000,0,22.5,False,송파구,가락동,203동,24,84.69,25.62,110.67,110,33,,특올수리 올확장 남향 전망굿 리모델링 호재 입주협의,5,동일호중복,self_ad,True,False,https://www.zigbang.com/home/apt/items/50189599
